Timestamp,logNN.r6,logNN.r7,logNN.r8
79409,0.002372726099565625,-0.0007759922882542014,0.9999969005584717
79509,0.002366905100643635,-0.0008475463837385178,0.9999968409538269
79609,0.0024346394930034876,-0.00101453997194767,0.9999964833259583
79709,0.0025240040849894285,-0.0008914880454540253,0.9999964237213135
79809,0.00247256294824183,-0.0008664011838845909,0.9999966025352478
79909,0.0023749906104058027,-0.0007671143976040184,0.9999969005584717
80009,0.002739677671343088,-0.0007124131661839783,0.9999960064888
80109,0.0027688636910170317,-0.0009332856279797852,0.999995768070221
80209,0.002792615909129381,-0.0011216101702302694,0.9999954700469971
80309,0.0028704004362225533,-0.0008910385658964515,0.9999954700469971
80409,0.0027415966615080833,-0.0007559357909485698,0.9999959468841553
80509,0.003021727781742811,-0.0008671918767504394,0.9999950528144836
80609,0.0030286621768027544,-0.000948671658989042,0.9999949336051941
80709,0.003184358589351177,-0.000941343663726002,0.9999945163726807
80809,0.003237128723412752,-0.0010510011343285441,0.9999942183494568
80909,0.0031526091042906046,-0.0011225302005186677,0.9999943971633911
81009,0.0032502475660294294,-0.001164825982414186,0.9999940395355225
81109,0.003108705161139369,-0.0012905416078865528,0.9999943375587463
81209,0.003107551485300064,-0.001262724050320685,0.9999943971633911
81309,0.0029433690942823887,-0.0012300381204113364,0.9999948740005493
81409,0.0029393453150987625,-0.0012440680293366313,0.9999949336051941
81509,0.002812521066516638,-0.0013194949133321643,0.9999951720237732
81609,0.002903392305597663,-0.0013383310288190842,0.9999948740005493
81709,0.002909128786996007,-0.00131582235917449,0.9999948740005493
81809,0.0028501558117568493,-0.001126285525970161,0.9999952912330627
81909,0.002636271296069026,-0.0010759972501546144,0.9999959468841553
82009,0.0025714829098433256,-0.001092981779947877,0.9999961256980896
82109,0.0025336488615721464,-0.0010374306002631783,0.9999962449073792
82209,0.0027434646617621183,-0.001170664792880416,0.9999955296516418
82309,0.0026786383241415024,-0.0011897654039785266,0.9999957084655762
82409,0.0025705061852931976,-0.0013445272343233228,0.9999958276748657
82509,0.0026352880522608757,-0.0013204672141000628,0.9999956488609314
82609,0.0025812468957155943,-0.0013634732458740473,0.9999957084655762
82709,0.0026216614060103893,-0.001274648355320096,0.9999957084655762
82809,0.0026411598082631826,-0.0013378203148022294,0.9999956488609314
82909,0.0027180255856364965,-0.0014066288713365793,0.9999952912330627
83009,0.0026651876978576183,-0.0014028100995346904,0.9999954104423523
83109,0.002568702446296811,-0.0015994695713743567,0.9999954104423523
83209,0.0026259056758135557,-0.0016838887240737677,0.9999951124191284
83309,0.002561746397987008,-0.0016498233890160918,0.9999953508377075
83409,0.0027657318860292435,-0.0015669302083551884,0.9999949336051941
83509,0.002789124846458435,-0.0014350569108501077,0.9999951124191284
83609,0.002714762929826975,-0.0014217693824321032,0.9999952912330627
83709,0.002782226074486971,-0.0015404245350509882,0.9999949336051941
83809,0.0029472101014107466,-0.0015679772477596998,0.9999943971633911
83909,0.0030406489968299866,-0.001491052214987576,0.9999942779541016
84009,0.00294773792847991,-0.001554254675284028,0.9999944567680359
84109,0.003034445224329829,-0.0014580367133021355,0.9999943375587463
84209,0.0028374993707984686,-0.0014079780085012317,0.9999949932098389
84309,0.0027960622683167458,-0.001239169156178832,0.9999952912330627
84409,0.002803047886118293,-0.0013520809588953853,0.9999951720237732
84509,0.0028603333048522472,-0.001295886468142271,0.9999950528144836
84609,0.0026720508467406034,-0.001390641089528799,0.9999954700469971
84709,0.0028328862972557545,-0.0014930362813174725,0.9999948740005493
84809,0.002727242885157466,-0.0013676959788426757,0.9999953508377075
84909,0.002786411438137293,-0.0013132395688444376,0.999995231628418
85009,0.0027539061848074198,-0.0009823442669585347,0.9999957084655762
85109,0.0029628979973495007,-0.0010270237689837813,0.9999950528144836
85209,0.0029687455389648676,-0.0010341668967157602,0.9999950528144836
85309,0.0031140390783548355,-0.0011267324443906546,0.9999945163726807
85409,0.0031895467545837164,-0.001232776092365384,0.999994158744812
85509,0.0029748238157480955,-0.0013416261645033956,0.999994695186615
85609,0.002914145588874817,-0.0012406078167259693,0.9999949932098389
85709,0.002759050577878952,-0.0010350433876737952,0.9999956488609314
85809,0.002735363319516182,-0.001088293851353228,0.9999956488609314
85909,0.0029565009754151106,-0.0010030172998085618,0.9999951720237732
86009,0.0027744914405047894,-0.001225293381139636,0.9999953508377075
86109,0.002926249522715807,-0.0011450484162196517,0.9999950528144836
86209,0.0029767383821308613,-0.0011550446506589651,0.9999949336051941
86309,0.0031332122161984444,-0.000994351226836443,0.9999946355819702
86409,0.003061475697904825,-0.0008722064667381346,0.9999949336051941
86510,0.003019568743184209,-0.0009389537153765559,0.9999950528144836
86610,0.002972438931465149,-0.0009868498891592026,0.9999951124191284
86710,0.0028824815526604652,-0.0009020647848956287,0.9999954104423523
86810,0.002816879888996482,-0.0011485754512250423,0.9999953508377075
86910,0.0030403118580579758,-0.0011635173577815294,0.9999947547912598
87010,0.003002793062478304,-0.0011752124410122633,0.9999947547912598
87110,0.002924894215539098,-0.001147769857198,0.9999950528144836
87210,0.002978625940158963,-0.0012612811988219619,0.9999948143959045
87310,0.0027674592565745115,-0.0011848683934658766,0.9999954700469971
87410,0.0026320042088627815,-0.001107858377508819,0.9999959468841553
87511,0.002548206364735961,-0.0011137215187773108,0.9999961853027344
87610,0.002693682909011841,-0.001310114748775959,0.9999955296516418
87710,0.002743307501077652,-0.0012316800421103835,0.9999954700469971
87810,0.002635805169120431,-0.001246115774847567,0.999995768070221
87911,0.0026265738997608423,-0.0012591322883963585,0.999995768070221
88011,0.002935769036412239,-0.0012430805945768952,0.9999949336051941
88110,0.0029472580645233393,-0.0012632841244339943,0.9999948740005493
88211,0.002796163782477379,-0.0012285030679777265,0.9999952912330627
88310,0.002615678356960416,-0.0010086301481351256,0.9999960660934448
88410,0.0025772845838218927,-0.0009331453475169837,0.9999962449073792
88509,0.002546119038015604,-0.0008983440930023789,0.9999963641166687
88609,0.002635410288348794,-0.0008828879217617214,0.9999961256980896
88712,0.0024315270129591227,-0.0009148555691353977,0.9999966025352478
88809,0.0023779254406690598,-0.00095005874754861,0.9999967217445374
88909,0.0022677574306726456,-0.0010684781009331346,0.9999968409538269
89011,0.0022006758954375982,-0.001047569909133017,0.9999970197677612
89111,0.002248711185529828,-0.0010120745282620192,0.9999969601631165
89211,0.002472430467605591,-0.0011187014169991016,0.9999963045120239
89311,0.002651693532243371,-0.001318290363997221,0.9999955892562866
89411,0.0027199070900678635,-0.0015757983783259988,0.9999950528144836
89511,0.0026929813902825117,-0.0015769099118188024,0.9999951124191284
89609,0.0030152008403092623,-0.001472960808314383,0.9999943971633911
89709,0.0031574179884046316,-0.0016415594145655632,0.999993622303009
89809,0.0031774460803717375,-0.00176115776412189,0.9999933838844299
89909,0.003390176687389612,-0.0018929679645225406,0.9999924898147583
90009,0.0033991478849202394,-0.0017641702434048057,0.9999926686286926
90109,0.0033279010094702244,-0.001827120198868215,0.9999927878379822
90209,0.0032799316104501486,-0.0017906669527292252,0.9999930262565613
90309,0.003791725728660822,-0.0017376919277012348,0.9999912977218628
90409,0.003651265287771821,-0.0016592292813584208,0.9999919533729553
90509,0.003700690343976021,-0.0017444236436858773,0.9999915957450867
90609,0.0036397979129105806,-0.0014322021743282676,0.9999923706054688
90709,0.003785304259508848,-0.0014904746785759926,0.9999917149543762
90809,0.003599971765652299,-0.0014486379222944379,0.9999924302101135
90909,0.0036851083859801292,-0.0014077542582526803,0.9999921917915344
91009,0.0034234176855534315,-0.0014854393666610122,0.9999930262565613
91109,0.003296386916190386,-0.0014790056739002466,0.9999935030937195
91209,0.00329702440649271,-0.001461028354242444,0.9999935030937195
91309,0.003325871890410781,-0.0014657544670626521,0.9999933838844299
91409,0.003410853911191225,-0.0012170912232249975,0.9999934434890747
91509,0.0035277444403618574,-0.001284611877053976,0.9999929666519165
91609,0.0034877629950642586,-0.0012936168350279331,0.999993085861206
91709,0.003255754243582487,-0.0010874560102820396,0.9999940991401672
91809,0.0033026495948433876,-0.0012053415412083268,0.9999938607215881
91909,0.003271552035585046,-0.0011597726261243224,0.9999939799308777
92009,0.003334744367748499,-0.0011423113755881786,0.9999938011169434
92109,0.0032703487668186426,-0.0008980815764516592,0.9999942183494568
92209,0.0031980802305042744,-0.0008752477006055415,0.9999945163726807
92309,0.0031945628579705954,-0.0009993179701268673,0.9999943971633911
92409,0.0029027005657553673,-0.0010206393199041486,0.999995231628418
92509,0.0030339686200022697,-0.0012477401178330183,0.9999946355819702
92609,0.0030779619701206684,-0.0010679577244445682,0.999994695186615
92709,0.003078620648011565,-0.0010899512562900782,0.999994695186615
92809,0.0032494193874299526,-0.0009627538966014981,0.9999942183494568
92909,0.003168152878060937,-0.0009997235611081123,0.9999945163726807
93009,0.003257065312936902,-0.0009337639785371721,0.9999942779541016
93109,0.0033162455074489117,-0.0009761431720107794,0.9999940395355225
93209,0.003352763131260872,-0.0012838051188737154,0.9999935626983643
93309,0.003239960642531514,-0.0013091694563627243,0.9999939203262329
93409,0.003128047101199627,-0.0013928859261795878,0.999994158744812
93509,0.0032589114271104336,-0.0012960430467501283,0.9999938607215881
93609,0.003261251375079155,-0.0011213707039132714,0.9999940395355225
93709,0.0032831495627760887,-0.0011607172200456262,0.9999939799308777
93809,0.0030715572647750378,-0.0010066403774544597,0.9999947547912598
93909,0.003021070035174489,-0.0009806938469409943,0.9999949336051941
94009,0.002773561514914036,-0.0010571442544460297,0.9999956488609314
94109,0.002804132178425789,-0.0011632622918114066,0.9999954104423523
94209,0.00280068744905293,-0.0013059108750894666,0.999995231628418
94309,0.00247592618688941,-0.0014084993163123727,0.9999959468841553
94409,0.0027375654317438602,-0.0014398159692063928,0.999995231628418
94509,0.0029397858306765556,-0.0011297696037217975,0.9999950528144836
94609,0.0027353353798389435,-0.0012134029529988766,0.9999955296516418
94709,0.0025598283391445875,-0.0012728683650493622,0.9999958872795105
94809,0.002672560978680849,-0.001144630485214293,0.999995768070221
94909,0.002675598720088601,-0.0011065428843721747,0.9999958276748657
95009,0.0025492259301245213,-0.0010919396299868822,0.9999961853027344
95109,0.0025143472012132406,-0.0012331013567745686,0.9999960660934448
95209,0.002513757674023509,-0.0011470149038359523,0.9999961853027344
95309,0.0028044197242707014,-0.0009843690786510706,0.9999955892562866
