Timestamp,logNN.vx,logNN.vy,logNN.vz
78948,0.005793609190732241,0.002105254679918289,-0.006701847538352013
79048,0.005405430682003498,0.00210763793438673,-0.005635502282530069
79148,0.005141706671565771,0.0014295155415311456,-0.006837612949311733
79248,0.004671148024499416,0.0014325270894914865,-0.005270696710795164
79348,0.0050844354555010796,0.002059814753010869,-0.006177867762744427
79448,0.004292436875402927,0.0014186277985572815,-0.006153551861643791
79548,0.004143448546528816,0.0018560201860964298,-0.006590023171156645
79648,0.0044887373223900795,0.0017908349400386214,-0.006540757603943348
79748,0.004371985327452421,0.002301792148500681,-0.005267665721476078
79848,0.0047298031859099865,0.0027048918418586254,-0.005090768914669752
79948,0.004279013257473707,0.0013837417354807258,-0.005365850403904915
80048,0.004909228067845106,0.000998308532871306,-0.004944422282278538
80148,0.0043818168342113495,0.0014354464365169406,-0.00490464735776186
80248,0.004026707261800766,0.0016705208690837026,-0.005977806635200977
80348,0.004351276438683271,0.0021966639906167984,-0.005131573881953955
80448,0.0022440929897129536,0.001360587077215314,-0.006369609851390123
80548,0.0035185066517442465,0.0008173218229785562,-0.00437483424320817
80648,0.004355463199317455,0.0010766541818156838,-0.004468848928809166
80748,0.0026926416903734207,0.000986877828836441,-0.004251041915267706
80848,0.0033411586191505194,0.001430861884728074,-0.004451679531484842
80948,0.004122949671000242,0.0023921614047139883,-0.0035984308924525976
81048,0.0024988274089992046,0.0014556068927049637,-0.004173321183770895
81148,0.0029152510687708855,0.0021917112171649933,-0.0043362160213291645
81248,0.002679316094145179,0.0025577880442142487,-0.004461694974452257
81348,0.0037355399690568447,0.001738988095894456,-0.004113048780709505
81448,0.0034881089814007282,0.0016139681683853269,-0.004783733282238245
81548,0.003854496404528618,0.0020583379082381725,-0.006378374993801117
81648,0.00326379737816751,0.0022683453280478716,-0.004566785413771868
81748,0.003957979381084442,0.0018360298126935959,-0.004766308236867189
81848,0.003741257591173053,0.0011078634997829795,-0.004081792198121548
81948,0.003984495531767607,0.001562082557938993,-0.004750051535665989
82048,0.0035627391189336777,0.0013867454836145043,-0.004887142684310675
82148,0.004944527056068182,0.0012796521186828613,-0.004346221219748259
82248,0.003370241727679968,0.0018847733736038208,-0.005481749307364225
82348,0.004553267266601324,0.0005865521379746497,-0.004843089263886213
82448,0.003932740539312363,0.0014512555208057165,-0.005458603147417307
82548,0.003939263056963682,0.001966264098882675,-0.004268206190317869
82648,0.003227338194847107,0.0019160885130986571,-0.0039300378412008286
82748,0.0043256524950265884,0.0009622072102501988,-0.004064253065735102
82848,0.00413276394829154,0.0005827705608680844,-0.004351235926151276
82948,0.003477545455098152,0.0006587585667148232,-0.004824295174330473
83048,0.004285152070224285,0.001990538090467453,-0.005329033359885216
83148,0.0037762289866805077,0.0023058061487972736,-0.005694914609193802
83248,0.004990035202354193,0.0027493848465383053,-0.006468490697443485
83348,0.005805895663797855,0.002695957664400339,-0.0066194189712405205
83448,0.004572896286845207,0.002114035189151764,-0.006975471042096615
83548,0.005524556152522564,0.003179984400048852,-0.006509493105113506
83648,0.004910909105092287,0.0028615747578442097,-0.007125779055058956
83748,0.004997523967176676,0.001772784860804677,-0.0059321545995771885
83848,0.004749683663249016,0.0027685188688337803,-0.007108878809958696
83948,0.005708487704396248,0.003295667003840208,-0.00809816736727953
84048,0.006725648418068886,0.0030943909659981728,-0.008337307721376419
84148,0.0054948399774730206,0.0039020036347210407,-0.008557066321372986
84248,0.00546259107068181,0.0026010586880147457,-0.00784215610474348
84348,0.004628714174032211,0.0025208857841789722,-0.008194739930331707
84448,0.005678597372025251,0.002511833794414997,-0.008455912582576275
84548,0.00507096853107214,0.003207980655133724,-0.007225854322314262
84648,0.00517380191013217,0.0023821000941097736,-0.007167143747210503
84748,0.005741300527006388,0.002023928565904498,-0.007184147369116545
84848,0.005537339020520449,0.00326731288805604,-0.007819175720214844
84948,0.005656568333506584,0.0029473528265953064,-0.007619837764650583
