Timestamp,logNN.r0,logNN.r1,logNN.r2
80355,0.9999946355819702,0.001683851471170783,-0.0028098532930016518
80455,0.9999934434890747,0.001821276848204434,-0.0031178684439510107
80555,0.9999938011169434,0.001754036289639771,-0.003045313525944948
80655,0.9999937415122986,0.0018590000690892339,-0.0030171216931194067
80755,0.9999929666519165,0.0019719593692570925,-0.003179969033226371
80855,0.9999930262565613,0.0019776958506554365,-0.003154968610033393
80955,0.9999933242797852,0.0019392267568036914,-0.003109528450295329
81055,0.9999932646751404,0.0019985048566013575,-0.0030940892174839973
81155,0.999993085861206,0.002107592299580574,-0.003074158448725939
81255,0.999993622303009,0.0019644966814666986,-0.002998009556904435
81355,0.9999936819076538,0.0019521447829902172,-0.002964757150039077
81455,0.999994158744812,0.001967162359505892,-0.0028113913722336292
81555,0.9999943971633911,0.0017767607932910323,-0.002855082508176565
81655,0.9999942183494568,0.0017856701742857695,-0.0028827751521021128
81755,0.999994158744812,0.0018695136532187462,-0.0028768754564225674
81855,0.9999946355819702,0.0017795367166399956,-0.0027500204741954803
81955,0.999995231628418,0.0017540710978209972,-0.002543168142437935
82055,0.9999951720237732,0.001653007697314024,-0.002621166408061981
82155,0.9999955296516418,0.001582586788572371,-0.002530686790123582
82255,0.9999949932098389,0.0015265847323462367,-0.002753183012828231
82356,0.999995231628418,0.0016091718571260571,-0.002627509878948331
82455,0.9999953508377075,0.0013409295352175832,-0.00273366691544652
82556,0.9999955892562866,0.0013991901651024818,-0.0026259119622409344
82656,0.9999955892562866,0.0014547649770975113,-0.0025808264035731554
82756,0.9999954104423523,0.00160569220315665,-0.0025646178983151913
82856,0.999995231628418,0.0016403963090851903,-0.002600608393549919
82955,0.9999948143959045,0.0018261015648022294,-0.002642857376486063
83055,0.9999951720237732,0.001770976698026061,-0.0025683047715574503
83155,0.9999952912330627,0.001776892226189375,-0.0025102768559008837
83255,0.9999949932098389,0.0018319571390748024,-0.002581159584224224
83357,0.9999947547912598,0.0018892224179580808,-0.0026234036777168512
83457,0.9999938011169434,0.002063198247924447,-0.0028356597758829594
83557,0.9999939799308777,0.002072636503726244,-0.002771819941699505
83657,0.9999942779541016,0.002016971120610833,-0.00271505955606699
83757,0.9999940991401672,0.0019956324249505997,-0.0027999768499284983
83857,0.9999933242797852,0.0021126791834831238,-0.0029869675636291504
83957,0.9999935030937195,0.0020424348767846823,-0.0029613685328513384
84057,0.9999933838844299,0.002096031326800585,-0.0029586204327642918
84157,0.999992847442627,0.002246362389996648,-0.0030475077219307423
84257,0.9999932050704956,0.00227717193774879,-0.0028988253325223923
84357,0.9999927878379822,0.002376588759943843,-0.0029713567346334457
84455,0.9999937415122986,0.002165823942050338,-0.0027962143067270517
84555,0.9999938607215881,0.00211686035618186,-0.002785824006423354
84655,0.9999940991401672,0.002007818780839443,-0.0027777208015322685
84755,0.9999939203262329,0.0021125702187418938,-0.0027823157142847776
84855,0.9999940395355225,0.002084867563098669,-0.0027611933182924986
84955,0.9999938607215881,0.0020914615597575903,-0.0028116290923208
85055,0.9999938011169434,0.002017431426793337,-0.002878171158954501
85155,0.9999938607215881,0.0018711135489866138,-0.0029612290672957897
85255,0.9999940395355225,0.0017868182621896267,-0.002943637315183878
85355,0.9999933838844299,0.0018108149524778128,-0.003160894149914384
85455,0.9999935030937195,0.0017724311910569668,-0.003153169760480523
85555,0.9999940395355225,0.0017922259867191315,-0.0029472452588379383
85655,0.9999943375587463,0.00178445503115654,-0.0028511316049844027
85755,0.9999948143959045,0.0016478209290653467,-0.002766411053016782
85855,0.9999949336051941,0.0016075726598501205,-0.0027352075558155775
85955,0.9999950528144836,0.0014784480445086956,-0.0027930678334087133
86055,0.999994695186615,0.0014052188489586115,-0.0029308453667908907
86155,0.9999948740005493,0.001316329464316368,-0.002933104056864977
86255,0.9999943375587463,0.0013011422706767917,-0.003112357808277011
86355,0.9999942779541016,0.0013499882770702243,-0.00311294081620872
86455,0.9999946355819702,0.0012807529419660568,-0.0030112932436168194
86555,0.9999945163726807,0.0012743163388222456,-0.00304053770378232
86655,0.9999951720237732,0.0012601804919540882,-0.002852692035958171
86755,0.9999948740005493,0.001422701752744615,-0.0028592576272785664
86855,0.999994158744812,0.0015422019641846418,-0.0030412147752940655
86955,0.9999943375587463,0.0015223510563373566,-0.003017375012859702
87055,0.9999945759773254,0.0016202060505747795,-0.0028743762522935867
87155,0.9999942183494568,0.0016795984702184796,-0.0029389136470854282
87255,0.9999951720237732,0.0015175265725702047,-0.0027157641015946865
87355,0.9999950528144836,0.0016243557911366224,-0.0027044913731515408
87455,0.9999954104423523,0.0015913519309833646,-0.002588717034086585
87555,0.999995231628418,0.0014775852905586362,-0.002711180131882429
87655,0.9999952912330627,0.0015471455408260226,-0.002648819237947464
87755,0.9999951720237732,0.0014505876461043954,-0.0027409226167947054
87855,0.9999956488609314,0.0012331459438428283,-0.0026648181956261396
87955,0.9999955296516418,0.0012461412698030472,-0.0027173813432455063
88055,0.9999952912330627,0.0012532462133094668,-0.0028069501277059317
88155,0.9999950528144836,0.001176730147562921,-0.0029184718150645494
88255,0.9999955296516418,0.0011884520063176751,-0.0027389712631702423
88355,0.9999961853027344,0.0010987584246322513,-0.0025346071925014257
88455,0.9999960064888,0.0011831881711259484,-0.00256887124851346
88555,0.9999955892562866,0.00147657108027488,-0.0025873591657727957
88655,0.999995768070221,0.0014021034585312009,-0.0025692754425108433
88755,0.9999958872795105,0.001461928361095488,-0.002459283685311675
88855,0.9999960064888,0.0016208518063649535,-0.002307430375367403
88955,0.9999963641166687,0.001464767730794847,-0.002254040213301778
89055,0.9999964833259583,0.001405838644132018,-0.0022403697948902845
89155,0.9999966025352478,0.0013878766912966967,-0.0022088431287556887
89255,0.9999955892562866,0.0015428272308781743,-0.0025448710657656193
89355,0.9999948740005493,0.0015917228301987052,-0.002778110560029745
89455,0.9999949336051941,0.0017314647557213902,-0.0026795852463692427
89555,0.999994695186615,0.00170732697006315,-0.0027835206128656864
89655,0.999993622303009,0.0018481230363249779,-0.003051896346732974
89755,0.9999932646751404,0.0018088972428813577,-0.0031988141126930714
89855,0.999992847442627,0.0018268385902047157,-0.0033040596172213554
89955,0.9999925494194031,0.0018378682434558868,-0.0033960954751819372
90055,0.9999926090240479,0.0018133786506950855,-0.003404021030291915
90155,0.9999927282333374,0.0018475817050784826,-0.0033279513008892536
90255,0.9999924302101135,0.001786083448678255,-0.0034458001609891653
90355,0.9999911785125732,0.00186377321369946,-0.0037626889534294605
90455,0.999991774559021,0.0018425153102725744,-0.0036242578644305468
90555,0.9999916553497314,0.0017853259341791272,-0.0036718957126140594
90655,0.9999913573265076,0.0019341589650139213,-0.003683837130665779
90755,0.9999910593032837,0.002008907264098525,-0.0037102445494383574
90855,0.9999915361404419,0.0016397128347307444,-0.0037743973080068827
90955,0.9999926090240479,0.0016495143063366413,-0.003471182193607092
91055,0.9999927282333374,0.001944754971191287,-0.0032791367266327143
91155,0.9999929070472717,0.0017527579329907894,-0.003322589909657836
91255,0.9999932050704956,0.0015908465720713139,-0.0033288244158029556
91355,0.9999930262565613,0.0016248259926214814,-0.003371062921360135
91455,0.999992847442627,0.0016332499217242002,-0.0034231357276439667
91555,0.9999924302101135,0.0016283279983326793,-0.003535933094099164
91655,0.9999934434890747,0.0015157668385654688,-0.0032971829641610384
91755,0.9999936819076538,0.0015717174392193556,-0.003175973193719983
91855,0.9999942779541016,0.0013457153690978885,-0.0031060378532856703
91955,0.9999931454658508,0.0015038708224892616,-0.003383992938324809
92055,0.9999933838844299,0.0016183743719011545,-0.0032535723876208067
92155,0.9999933242797852,0.0016241689445450902,-0.003270620945841074
92255,0.9999932646751404,0.001620069844648242,-0.00329829310066998
92355,0.9999936819076538,0.0015065536135807633,-0.0032145092263817787
92455,0.9999945759773254,0.0014016153290867805,-0.002983231795951724
92555,0.9999945163726807,0.0013833725824952126,-0.0030117614660412073
92655,0.9999942779541016,0.001402714871801436,-0.0030810688622295856
92755,0.9999942183494568,0.001477990299463272,-0.0030739223584532738
92855,0.9999939799308777,0.0016251768684014678,-0.0030733789317309856
92955,0.9999939799308777,0.0014701642794534564,-0.0031509746331721544
93055,0.9999932646751404,0.0016055918531492352,-0.0033016859088093042
93155,0.9999930262565613,0.0015653148293495178,-0.003381113288924098
93255,0.9999934434890747,0.0015621643979102373,-0.0032826950773596764
93355,0.9999935626983643,0.0015988528029993176,-0.0032235090620815754
93455,0.9999934434890747,0.0016520424978807569,-0.003213476622477174
