Timestamp,logNN.wx,logNN.wy,logNN.wz
1655246,0.004670857917517424,0.0006315908976830542,-0.0014316461747512221
1655346,0.0022013280540704727,0.0017157950205728412,0.002670028479769826
1655446,-0.0023839303757995367,0.00011118472320958972,-0.004195507615804672
1655546,0.0018333467887714505,-0.0018445373279973865,0.000453396700322628
1655646,-0.0018204100197181106,0.0007531638839282095,0.0035768835805356503
1655746,0.005152139347046614,0.0015924685867503285,-0.0016779249999672174
1655846,-0.003243063809350133,0.0035168351605534554,-0.0005561323487199843
1655946,-0.0012355035869404674,-0.003411969169974327,0.0006796337547712028
1656046,-0.0004076010372955352,0.00196114182472229,-0.0005784346139989793
1656146,-0.0007227098103612661,-0.0006849096389487386,-0.0010274755768477917
1656246,7.328611536649987e-05,0.0006199547206051648,-0.004454407840967178
1656346,-0.0007599536329507828,-0.000903004314750433,-7.880307384766638e-05
1656446,0.0022995094768702984,0.002361307153478265,0.0036863102577626705
1656546,-6.657646736130118e-05,0.004170096013695002,0.0012957467697560787
1656646,-0.001190914656035602,-0.0001641412964090705,-0.002834899351000786
1656746,2.4347275029867887e-05,0.0034547382965683937,0.000156658876221627
1656846,0.00130663497839123,-0.002434205263853073,0.000466048571979627
1656946,-0.003353839972987771,0.003967207856476307,0.0007502637454308569
1657046,-0.0020128407049924135,0.0041093467734754086,0.0004958278150297701
1657146,-0.0012532370164990425,-0.0007341454620473087,-0.0023492113687098026
1657247,0.001978810178115964,0.0038032736629247665,0.002637936035171151
1657347,-0.0015865953173488379,-0.0026416268665343523,0.0011628331849351525
1657447,0.0007542753592133522,0.006205685902386904,0.0007661872659809887
1657547,-0.0008454001508653164,-0.002728946041315794,0.00011650411761365831
1657647,-0.0005338948685675859,-0.00029192870715633035,-0.0020278985612094402
1657747,-0.0012765844585373998,-0.0017704414203763008,-0.0007738613057881594
1657846,0.004120979458093643,-0.0038862987421453,-0.002181456657126546
1657947,0.00213069561868906,0.0006613463629037142,0.0018686378607526422
1658047,-0.00360911525785923,-0.0041886926628649235,0.0012063075555488467
1658147,9.734932973515242e-05,-0.0058275493793189526,-0.0008270895923487842
1658248,0.0013173080515116453,0.005560825578868389,0.00014620836009271443
1658347,-0.00040499548777006567,-0.003062190255150199,0.001034833025187254
1658448,0.0019316573161631823,0.007326548919081688,0.00015604225336574018
1658547,-0.0013430165126919746,0.00022949953563511372,0.001098379958420992
1658647,-0.0006922670290805399,0.0006561712943948805,0.0032948472071439028
1658748,-0.0023893534671515226,0.0027523841708898544,-0.0021734233014285564
1658847,0.0021751748863607645,0.003459332510828972,0.0008117735851556063
1658947,-0.0031434153206646442,-0.0019315454410389066,-0.000977907795459032
1659048,0.0009772813646122813,0.0031560598872601986,-0.0009640852804295719
1659148,-0.0013399191666394472,0.0032917140051722527,0.0023531923070549965
1659248,0.0022550655994564295,0.0031365861650556326,0.003633663523942232
1659348,0.0041235461831092834,0.0007588879088871181,7.677751273149624e-05
1659446,0.0006751205073669553,-0.0006908884970471263,0.000614637800026685
1659548,0.00024006020976230502,-0.0031237350776791573,0.00010611764446366578
1659646,-0.0018251689616590738,0.0046438490971922874,0.0008958247490227222
1659746,-0.0010297461412847042,-0.0003663462703116238,0.0013690436026081443
1659846,0.0008381949737668037,-0.003438179148361087,-0.0013637428637593985
1659948,-0.003845766419544816,0.0030924815218895674,0.0036974905524402857
1660046,0.000749935454223305,-0.0031026669312268496,0.0009748141746968031
1660146,0.0025979906786233187,0.003191041760146618,-0.0031827830243855715
1660246,-0.006024657282978296,-0.0027820912655442953,-0.0016905413940548897
1660346,-0.003931680228561163,-0.006629621144384146,-0.0035570685286074877
1660446,-0.0005335814203135669,0.0006126733496785164,-0.0023023567628115416
1660546,0.0015192095888778567,-0.0011256891302764416,0.00048413791228085756
1660646,-0.0017000054940581322,-0.003038150491192937,0.0018805948784574866
1660746,0.0013115108013153076,-0.00448288070037961,0.0017905408749356866
1660846,0.0017105838051065803,-0.001877903356216848,0.0034361390862613916
1660946,0.00150417466647923,0.0025767714250832796,-0.0010938465129584074
1661046,0.0019494331208989024,-0.0012457345146685839,0.001235639094375074
1661146,0.005093547515571117,0.0044168164022266865,-0.0019862467888742685
1661246,0.002220469294115901,0.006913099437952042,0.003096827305853367
1661346,-0.00289096194319427,0.0018499722937121987,-0.0005177262355573475
1661446,0.0029400442726910114,0.0006019084248691797,0.0005115836393088102
1661546,-0.0003728094161488116,-0.0010632793419063091,0.0008565085008740425
1661646,0.002829018048942089,-0.0030291499570012093,-0.0026233475655317307
1661746,-0.00010621069668559358,0.002472001127898693,0.002185615710914135
1661846,-0.00617578811943531,-0.004150242079049349,0.001809527981095016
1661946,-0.001088546123355627,-0.0008269330719485879,0.002145058009773493
1662046,0.00037818486453033984,0.00056472048163414,-0.0006623176159337163
1662146,0.0008399449870921671,0.0013726537581533194,0.00019891832198482007
1662246,-0.001469290698878467,0.0011438352521508932,-0.000909757218323648
1662346,-0.001212216797284782,0.004696169402450323,8.443764818366617e-05
1662446,-0.0002870212192647159,0.00019391598470974714,-0.0009863850427791476
1662546,0.0012445576721802354,-0.0002894577046390623,-0.00012984346540179104
1662646,-0.0010064748348668218,-0.002493034116923809,-0.0017936446238309145
1662746,0.0007841110345907509,0.0056513273157179356,0.0022926372475922108
1662846,-0.0004592661280184984,-0.0028658853843808174,-0.001004113000817597
1662946,-0.0016008024103939533,0.002488901140168309,-0.0011775789316743612
1663046,-0.00317377015016973,-0.003976934123784304,-0.0025217432994395494
1663146,0.002055155113339424,0.0013997767819091678,-0.0019466995727270842
1663246,-0.001506765023805201,0.0013268290786072612,0.0004540610534604639
