Timestamp,logNN.t0,logNN.t1,logNN.t2,logNN.t3
1652344,0.6125288605690002,0.5668814778327942,0.5921845436096191,0.5851184129714966
1652444,0.6121848225593567,0.5669138431549072,0.5920532941818237,0.5853699445724487
1652544,0.6130053997039795,0.5677415132522583,0.5926102995872498,0.5861759185791016
1652644,0.6125487685203552,0.5674139857292175,0.5922518968582153,0.5855211019515991
1652744,0.6132484674453735,0.5681684017181396,0.5929281115531921,0.5870997905731201
1652844,0.612906813621521,0.5680423974990845,0.5926397442817688,0.5864993333816528
1652944,0.6126853227615356,0.567385196685791,0.5922953486442566,0.5855585336685181
1653044,0.6127285957336426,0.5675020813941956,0.5923213362693787,0.5860466957092285
1653144,0.6125447154045105,0.5675244927406311,0.5921457409858704,0.5857678651809692
1653244,0.6128058433532715,0.5670706033706665,0.5922626256942749,0.5856000185012817
1653344,0.6121008992195129,0.5669576525688171,0.5919256210327148,0.585777223110199
1653444,0.6124477386474609,0.5667560696601868,0.5919293165206909,0.5849143862724304
1653544,0.6124988794326782,0.5673840045928955,0.592204749584198,0.5861234068870544
1653644,0.6127521395683289,0.5673772096633911,0.592298150062561,0.5858508944511414
1653744,0.6123232841491699,0.5671167373657227,0.5919938683509827,0.5854932069778442
1653844,0.6117553114891052,0.5669506788253784,0.5917810201644897,0.5857446789741516
1653944,0.6122959852218628,0.5670516490936279,0.5920525193214417,0.5856139063835144
1654044,0.6125966906547546,0.5674723386764526,0.5924074053764343,0.5861560106277466
1654144,0.6127625703811646,0.5675086379051208,0.5924708247184753,0.5858402252197266
1654244,0.6126032471656799,0.5671188831329346,0.5922547578811646,0.5852673053741455
1654344,0.6127782464027405,0.5675310492515564,0.5924921035766602,0.5859513282775879
1654444,0.6122255921363831,0.5672582387924194,0.5922490954399109,0.5857287645339966
1654544,0.6135002374649048,0.5684123039245605,0.5931223034858704,0.586837649345398
1654644,0.6123350858688354,0.5671089887619019,0.5921190977096558,0.584967315196991
1654744,0.6130600571632385,0.5674536228179932,0.5925894379615784,0.5853930711746216
1654844,0.6122533679008484,0.5676978826522827,0.5922612547874451,0.5857054591178894
1654944,0.6122941970825195,0.567164421081543,0.5921940207481384,0.5852064490318298
1655045,0.6130698919296265,0.567630410194397,0.5927829742431641,0.5860839486122131
1655145,0.6128044724464417,0.567817211151123,0.5926614999771118,0.5861344337463379
