0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.071067811865473507e-01,-7.071067811865476838e-01,9.997574472732470019e-01
7.071067964591989385e-01,-7.071067744221640750e-01,9.985873004958101262e-01
7.071069772233340434e-01,-7.071066865780653021e-01,9.966024484864518529e-01
7.071078359351119502e-01,-7.071062299717716382e-01,9.939267929276223157e-01
7.071105315676800007e-01,-7.071046725735725680e-01,9.906825877228419008e-01
7.071170730356041156e-01,-7.071005214803750549e-01,9.869749728459025206e-01
7.071305421642203326e-01,-7.070912011679003628e-01,9.828929826585410812e-01
7.071552368109138564e-01,-7.070728799079457616e-01,9.785103585806081972e-01
7.071968139273879794e-01,-7.070401428119310605e-01,9.738946575706740605e-01
7.072621955666763549e-01,-7.069859361575839829e-01,9.691002604857722469e-01
7.073589264624083883e-01,-7.069019924449777559e-01,9.641575616105649837e-01
7.074954485413056382e-01,-7.067787367598975523e-01,9.590900698265713009e-01
7.076809319528076792e-01,-7.066055837368141468e-01,9.539161006277309118e-01
7.079254533760350743e-01,-7.063703439149964236e-01,9.486579614595034293e-01
7.082395869781127340e-01,-7.060601175619171110e-01,9.433269514707572911e-01
7.086350733227169130e-01,-7.056605879825236238e-01,9.379340894982427512e-01
7.091240016115086808e-01,-7.051566281555740057e-01,9.324828329656772441e-01
7.097197446941677645e-01,-7.045312724361048051e-01,9.269783115785790173e-01
7.104364360361781205e-01,-7.037658843193211888e-01,9.214252078961928660e-01
7.112876409058683791e-01,-7.028407186689178410e-01,9.158215172948137583e-01
7.122878561802831188e-01,-7.017326687689343645e-01,9.101709991790569720e-01
7.134500970552097865e-01,-7.004185600921443156e-01,9.044673599356384264e-01
7.147854071577166568e-01,-6.988760156822901859e-01,8.986935059262247671e-01
7.163057397432033291e-01,-6.970799586182483409e-01,8.928378876556050114e-01
7.180218334023408255e-01,-6.950057700043438258e-01,8.868848779326868881e-01
7.199430172961420737e-01,-6.926294259618329674e-01,8.808161542114820719e-01
7.220790797467894206e-01,-6.899248947261273912e-01,8.746194374200505495e-01
7.244385217768289920e-01,-6.868667683458544726e-01,8.682809085525283743e-01
7.270283502456390545e-01,-6.834310278497145452e-01,8.617836680626379531e-01
7.298535007908731886e-01,-6.795967524061460319e-01,8.551040691426015083e-01
7.329205800062681408e-01,-6.753401587923053562e-01,8.482243662275363860e-01
7.362355601216494794e-01,-6.706387883492269664e-01,8.411243640677784628e-01
7.398040461421230285e-01,-6.654712359838047542e-01,8.337818910854798427e-01
7.436338117644073487e-01,-6.598124810574690358e-01,8.261802820942542036e-01
7.477316176912144341e-01,-6.536391239118695129e-01,8.182994497137430212e-01
7.521025323435169829e-01,-6.469302918436397043e-01,8.101151835565353343e-01
7.567527391769188760e-01,-6.396627319819585544e-01,8.016060758692010735e-01
7.616884433088976225e-01,-6.318133096180490460e-01,7.927496656074750625e-01
7.669149424405987681e-01,-6.233602216104457971e-01,7.835206473992348819e-01
7.724377904133971073e-01,-6.142807590424568254e-01,7.738934045932517325e-01
7.782612535311631552e-01,-6.045544268108151709e-01,7.638390616006470735e-01
7.843893932899667076e-01,-5.941601049867810680e-01,7.533281785287750942e-01
7.908269776574775589e-01,-5.830737645049556273e-01,7.423325106872443735e-01
7.975782088791091295e-01,-5.712709846957224613e-01,7.308225697270950283e-01
8.046485073141848021e-01,-5.587224620847593970e-01,7.187702558765119987e-01
8.120409596166816568e-01,-5.454016620102747348e-01,7.061437876240423961e-01
8.197541727399098033e-01,-5.312901627249999592e-01,6.929053433073449897e-01
8.277850586468727956e-01,-5.163708068717444144e-01,6.790155661123773445e-01
8.361285290017252958e-01,-5.006289631789218042e-01,6.644334901728404796e-01
8.447797917742277951e-01,-4.840471039911546369e-01,6.491185119656426306e-01
8.537326374006131147e-01,-4.666092215858403391e-01,6.330283778806816697e-01
8.629839606407335717e-01,-4.482878967284487648e-01,6.161220566561391720e-01
8.725260037941000579e-01,-4.290670852590694473e-01,5.983546932698792231e-01
8.823488455983692358e-01,-4.089359681124049573e-01,5.796801321664407647e-01
8.924406981891237489e-01,-3.878869589887942726e-01,5.600519330512326865e-01
9.027894141681618301e-01,-3.659107843322370601e-01,5.394237567024332547e-01
9.133835706707412738e-01,-3.429930768543682507e-01,5.177487952467969556e-01
9.242092550110601046e-01,-3.191263367059312128e-01,4.949800359499212377e-01
9.352512974496427489e-01,-2.943042932941778989e-01,4.710701162587701551e-01
9.464926781323229621e-01,-2.685249389602057390e-01,4.459724550831550838e-01
9.579151870881805753e-01,-2.417874217160159989e-01,4.196406873045476216e-01
9.695001082031243778e-01,-2.140878188331530596e-01,3.920273072958890270e-01
9.812263331646788878e-01,-1.854287058506134955e-01,3.630860799748791279e-01
9.930716067912629397e-01,-1.558134129374438293e-01,3.327706177295290946e-01
1.005011010522049997e+00,-1.252588595493376866e-01,3.010396126608670953e-01
1.017019464963767161e+00,-9.377785328571405787e-02,2.678495625526094437e-01
1.029070931851092441e+00,-6.138655405161624889e-02,2.331583855483449763e-01
1.041138367471437398e+00,-2.810506054120324310e-02,1.969264673895623485e-01
1.053193784971252267e+00,6.043133809945862994e-03,1.591171190850078909e-01
1.065208611516303749e+00,4.103685827880777792e-02,1.196929349027698042e-01
1.077153738075126377e+00,7.685901192271379911e-02,7.861380883792919161e-02
1.089000729156851976e+00,1.134821243574149624e-01,5.000000000000000278e-02
1.088913828530203576e+00,1.140137059968925060e-01,5.000000000000000278e-02
1.088736620774886532e+00,1.150977598813929526e-01,5.000000000000000278e-02
1.088481477402203579e+00,1.166588344067598648e-01,5.000000000000000278e-02
1.088162648885702133e+00,1.186102936580397116e-01,5.000000000000000278e-02
1.087792983191530061e+00,1.208743626348542655e-01,5.000000000000000278e-02
1.087384443302680914e+00,1.233782800611636088e-01,5.000000000000000278e-02
1.086947112041545482e+00,1.260595534229287384e-01,5.000000000000000278e-02
1.086489922068265779e+00,1.288617256930119637e-01,5.000000000000000278e-02
1.086019156023462884e+00,1.317436068479083400e-01,5.000000000000000278e-02
1.085538471879223588e+00,1.346783010726796681e-01,5.000000000000000278e-02
