0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.071067811865474617e-01,7.071067811865475727e-01,9.997587059974875068e-01
-7.071067839573914604e-01,7.071067768264268638e-01,9.986049739379370127e-01
-7.071067365810861372e-01,7.071067290912168568e-01,9.966767479079560177e-01
-7.071061870488823953e-01,7.071065103703392252e-01,9.941339015495397335e-01
-7.071038318551607915e-01,7.071057430806027000e-01,9.911297317651319716e-01
-7.070971828621478439e-01,7.071034679647487664e-01,9.878018202514998736e-01
-7.070824526544294830e-01,7.070977364830561829e-01,9.842616811489374173e-01
-7.070547734535824747e-01,7.070853315923595339e-01,9.805792819111106562e-01
-7.070080886514998886e-01,7.070617228042388458e-01,9.768119488981906740e-01
-7.069354090961796899e-01,7.070210659813257470e-01,9.730099739753573784e-01
-7.068292135798217579e-01,7.069561627912120949e-01,9.692184759725354093e-01
-7.066819312171632728e-01,7.068588204663566188e-01,9.654699590977590118e-01
-7.064854455276375900e-01,7.067204993877143071e-01,9.617901454343641410e-01
-7.062314552535865486e-01,7.065334150156882265e-01,9.581920045866876290e-01
-7.059110351733975941e-01,7.062905143219279092e-01,9.546933882241569469e-01
-7.055151788509893551e-01,7.059859148688120145e-01,9.513100595966414996e-01
-7.050360202325058889e-01,7.056153338609197911e-01,9.480455006875322388e-01
-7.044667744120092223e-01,7.051752653602987309e-01,9.449047372806314016e-01
-7.038027696003893441e-01,7.046628927693873168e-01,9.418869868022138325e-01
-7.030395626734452508e-01,7.040747781992369170e-01,9.390037895319783834e-01
-7.021727281895454587e-01,7.034069149906114760e-01,9.362754426215416093e-01
-7.011994879481139309e-01,7.026562706572417882e-01,9.337095233414496320e-01
-7.001175129941306086e-01,7.018202188519677698e-01,9.313131209306717562e-01
-6.989254973259249049e-01,7.008971728106463406e-01,9.290861906372360757e-01
-6.976235280658236171e-01,6.998862883594550999e-01,9.270196609681365940e-01
-6.962117762185638936e-01,6.987861524610886610e-01,9.251086320164088050e-01
-6.946897891685163140e-01,6.975948956333919426e-01,9.233578260304451391e-01
-6.930579608825855331e-01,6.963120020407876920e-01,9.217627015615259545e-01
-6.913161166794759005e-01,6.949376084303932055e-01,9.203204965111875246e-01
-6.894634628545702748e-01,6.934726131791452142e-01,9.190304197811266507e-01
-6.874990885325016343e-01,6.919190989194533570e-01,9.178913200538375561e-01
-6.854215124861928743e-01,6.902798314497216037e-01,9.169069398400936377e-01
-6.832293705730746458e-01,6.885584679834354516e-01,9.160780131729528986e-01
-6.809217468851310739e-01,6.867589419456708866e-01,9.154021368379114953e-01
-6.784981538514687216e-01,6.848849379421642070e-01,9.148736467512348369e-01
-6.759566736839293100e-01,6.829388075528101121e-01,9.144978586601475445e-01
-6.732956856508678367e-01,6.809231750336397493e-01,9.142712808694196669e-01
-6.705133288820493975e-01,6.788406736894164739e-01,9.141846121871023412e-01
-6.676067698096581626e-01,6.766929903562398652e-01,9.142300184547387243e-01
-6.645726330547752081e-01,6.744808734518642490e-01,9.143980347097379058e-01
-6.614066300091900885e-01,6.722041238945618558e-01,9.146788278409920814e-01
-6.581024905156248606e-01,6.698613296710214104e-01,9.150700564079802257e-01
-6.546532447373949459e-01,6.674503610326983916e-01,9.155690283958946019e-01
-6.510531552014084955e-01,6.649691252580817169e-01,9.161623507235236996e-01
-6.472966969622726552e-01,6.624149044564789923e-01,9.168381413375592537e-01
-6.433786217100947447e-01,6.597845872864956940e-01,9.175854421667751781e-01
-6.392922691142630676e-01,6.570742535674728435e-01,9.184031154389177276e-01
-6.350320016770915066e-01,6.542807752265258348e-01,9.192814787302050483e-01
-6.305903664393068819e-01,6.514009485725200665e-01,9.202179157166745505e-01
-6.259595671606686951e-01,6.484321840590659969e-01,9.212083707505575036e-01
-6.211322693763255964e-01,6.453727195040529496e-01,9.222447992137245976e-01
-6.161026633605067859e-01,6.422219755394719121e-01,9.233115264264802891e-01
-6.108646739702844330e-01,6.389795280977378367e-01,9.243953896388060754e-01
-6.054104225519397753e-01,6.356443773497871819e-01,9.254937403744208924e-01
-5.997329114895610935e-01,6.322157172307212303e-01,9.266021716291827914e-01
-5.938268321409927442e-01,6.286928502264081953e-01,9.277122210378211387e-01
-5.876867242130859870e-01,6.250743442679429496e-01,9.288201354383894826e-01
-5.813059094799069015e-01,6.213578302910589546e-01,9.299309526268495496e-01
-5.746798335648699574e-01,6.175416425210387139e-01,9.310455261021376439e-01
-5.678052686401680038e-01,6.136246374727104547e-01,9.321644386069423138e-01
-5.606788138662485155e-01,6.096058024503345774e-01,9.332939739564132253e-01
-5.532985814026007976e-01,6.054849647569164883e-01,9.344383748560715075e-01
-5.456643875932418730e-01,6.012625170084534565e-01,9.355989965569497802e-01
-5.377759068197205394e-01,5.969384706030433918e-01,9.367821441071280120e-01
-5.296358876260098825e-01,5.925133356965458509e-01,9.379853946152253430e-01
-5.212456033183925364e-01,5.879855120725118178e-01,9.392152372038505836e-01
-5.126070846630106370e-01,5.833520854017275603e-01,9.404773048623229492e-01
-5.037225053049094736e-01,5.786088796784847332e-01,9.417767645380504815e-01
-4.945950533924588499e-01,5.737512569635491166e-01,9.431129143222550804e-01
-4.852277385171867019e-01,5.687734937044510719e-01,9.444854020082226187e-01
-4.756229881428207795e-01,5.636685120604707500e-01,9.458960063128570850e-01
-4.657822173525262843e-01,5.584273007479801931e-01,9.473505466447341705e-01
-4.557093943822787541e-01,5.530407887110559972e-01,9.488437979564879887e-01
-4.454102417840757888e-01,5.474997415540072687e-01,9.503647069225036326e-01
-4.348877337407399124e-01,5.417920312663522253e-01,9.519170943116271877e-01
-4.241444733831797320e-01,5.359045863014529898e-01,9.535088490861717281e-01
-4.131839748858588401e-01,5.298255751577117811e-01,9.551434777120965114e-01
